pair,month,trades,wins,losses,net_pnl_usd,profit_factor
USDJPY,2020-02,1,1,0,105.07468996268801,inf
USDJPY,2020-03,1,0,1,-782.430792016108,0.0
USDJPY,2020-04,2,2,0,1147.6384617677068,inf
USDJPY,2020-05,1,1,0,124.87417257159206,inf
USDJPY,2020-07,1,0,1,-458.37187405434065,0.0
USDJPY,2020-08,1,0,1,-502.351465891798,0.0
USDJPY,2020-09,1,1,0,126.69043455321622,inf
USDJPY,2021-05,1,1,0,1185.5798347774,inf
USDJPY,2021-06,2,1,1,107.37891384152465,1.170719393674022
USDJPY,2021-08,2,1,1,-884.3064518437186,0.005295601488951738
USDJPY,2021-10,1,1,0,405.53359554409843,inf
USDJPY,2021-12,2,2,0,728.1274984319816,inf
