family_id,config_id,phase,month,entry_time,exit_time,entry_time_ny,side,entry_price,exit_price,stop_price,target_price,pnl_net_r,slippage_pips,engine_instance_id,data_file_source,is_real_trade
F06,F06_LIM_0012,TRAIN,2020-03,2020-03-27 15:15:00.246,2020-03-27 15:15:00.350,11:15,buy,1.10232,1.1003596666666666,1.1003596666666666,1.108201,0.9,0.2,ENG_bb66b574,EURUSD_ticks_2020-03,True
F06,F06_LIM_0012,TRAIN,2020-03,2020-03-31 15:15:00.081,2020-03-31 15:15:00.133,11:15,buy,1.09916,1.0968680000000002,1.0968680000000002,1.1060359999999991,0.9,0.2,ENG_bb66b574,EURUSD_ticks_2020-03,True
F06,F06_LIM_0013,TRAIN,2020-03,2020-03-02 13:30:00.173,2020-03-02 13:30:00.275,08:30,buy,1.11222,1.109878,1.109878,1.1169040000000001,0.9,0.2,ENG_cd279142,EURUSD_ticks_2020-03,True
F06,F06_LIM_0013,TRAIN,2020-03,2020-03-02 16:00:00.067,2020-03-02 16:00:00.119,11:00,buy,1.11311,1.112111,1.112111,1.115108,0.9,0.2,ENG_cd279142,EURUSD_ticks_2020-03,True
F06,F06_LIM_0013,TRAIN,2020-03,2020-03-02 16:45:00.138,2020-03-02 16:45:00.239,11:45,buy,1.11493,1.112848,1.112848,1.1190939999999998,0.9,0.2,ENG_cd279142,EURUSD_ticks_2020-03,True
F06,F06_LIM_0013,TRAIN,2020-03,2020-03-03 15:00:00.130,2020-03-03 15:00:00.181,10:00,buy,1.11271,1.111945,1.111945,1.1142400000000003,0.9,0.2,ENG_cd279142,EURUSD_ticks_2020-03,True
F06,F06_LIM_0013,TRAIN,2020-03,2020-03-09 13:00:00.135,2020-03-09 13:00:00.186,09:00,buy,1.1436,1.141342,1.141342,1.1481159999999997,0.9,0.2,ENG_cd279142,EURUSD_ticks_2020-03,True
F06,F06_LIM_0013,TRAIN,2020-03,2020-03-11 12:15:00.010,2020-03-11 12:15:00.112,08:15,buy,1.13422,1.1324394999999998,1.1324394999999998,1.1377810000000004,0.9,0.2,ENG_cd279142,EURUSD_ticks_2020-03,True
F06,F06_LIM_0013,TRAIN,2020-03,2020-03-23 12:00:00.176,2020-03-23 12:00:00.277,08:00,buy,1.0685,1.0701829999999999,1.0693415,1.0701829999999999,-2.1,0.2,ENG_cd279142,EURUSD_ticks_2020-03,True
F06,F06_LIM_0013,TRAIN,2020-03,2020-03-25 15:45:00.574,2020-03-25 15:45:01.060,11:45,buy,1.07986,1.0824760000000002,1.0811680000000001,1.0824760000000002,-2.1,0.2,ENG_cd279142,EURUSD_ticks_2020-03,True
F06,F06_LIM_0013,TRAIN,2020-03,2020-03-26 13:00:00.065,2020-03-26 13:00:00.116,09:00,buy,1.09722,1.095034,1.095034,1.1015920000000001,0.9,0.2,ENG_cd279142,EURUSD_ticks_2020-03,True
F06,F06_LIM_0013,TRAIN,2020-03,2020-03-26 14:45:00.049,2020-03-26 14:45:00.332,10:45,buy,1.09681,1.096131,1.096131,1.0981680000000003,0.9,0.2,ENG_cd279142,EURUSD_ticks_2020-03,True
F06,F06_LIM_0013,TRAIN,2020-03,2020-03-26 15:15:00.098,2020-03-26 15:15:00.199,11:15,buy,1.09897,1.096711,1.096711,1.103488,0.9,0.2,ENG_cd279142,EURUSD_ticks_2020-03,True
F06,F06_LIM_0013,TRAIN,2020-03,2020-03-27 15:45:01.183,2020-03-27 15:45:01.774,11:45,buy,1.10358,1.1003525,1.1003525,1.1100349999999999,0.9,0.2,ENG_cd279142,EURUSD_ticks_2020-03,True
F06,F06_LIM_0013,TRAIN,2020-03,2020-03-31 15:00:00.088,2020-03-31 15:00:00.139,11:00,buy,1.09712,1.096119,1.096119,1.0991220000000002,0.9,0.2,ENG_cd279142,EURUSD_ticks_2020-03,True
F06,F06_LIM_0014,TRAIN,2020-03,2020-03-03 15:00:00.130,2020-03-03 15:00:00.181,10:00,buy,1.11271,1.112298,1.112298,1.1139460000000003,0.9,0.2,ENG_e2dc1a31,EURUSD_ticks_2020-03,True
F06,F06_LIM_0014,TRAIN,2020-03,2020-03-23 12:00:00.176,2020-03-23 12:00:00.277,08:00,buy,1.0685,1.0689739999999996,1.0686579999999999,1.0689739999999996,-3.1,0.2,ENG_e2dc1a31,EURUSD_ticks_2020-03,True
F06,F06_LIM_0014,TRAIN,2020-03,2020-03-25 15:45:00.574,2020-03-25 15:45:01.060,11:45,buy,1.07986,1.0821159999999996,1.080612,1.0821159999999996,-3.1,0.2,ENG_e2dc1a31,EURUSD_ticks_2020-03,True
F06,F06_LIM_0015,TRAIN,2020-03,2020-03-02 17:00:00.171,2020-03-02 17:00:00.272,12:00,buy,1.11632,1.111971,1.111971,1.1250179999999999,0.9,0.2,ENG_120a06bf,EURUSD_ticks_2020-03,True
F06,F06_LIM_0015,TRAIN,2020-03,2020-03-03 15:00:00.130,2020-03-03 15:00:00.181,10:00,buy,1.11271,1.1118986666666666,1.1118986666666666,1.114332666666667,0.9,0.2,ENG_120a06bf,EURUSD_ticks_2020-03,True
F06,F06_LIM_0015,TRAIN,2020-03,2020-03-26 15:15:00.098,2020-03-26 15:15:00.199,11:15,buy,1.09897,1.0957913333333333,1.0957913333333333,1.1053273333333333,0.9,0.2,ENG_120a06bf,EURUSD_ticks_2020-03,True
F06,F06_LIM_0015,TRAIN,2020-03,2020-03-26 15:45:00.070,2020-03-26 15:45:00.785,11:45,buy,1.09967,1.09632,1.09632,1.1063699999999999,0.9,0.2,ENG_120a06bf,EURUSD_ticks_2020-03,True
F06,F06_LIM_0015,TRAIN,2020-03,2020-03-27 15:45:01.183,2020-03-27 15:45:01.774,11:45,buy,1.10358,1.1004966666666667,1.1004966666666667,1.1097466666666667,0.9,0.2,ENG_120a06bf,EURUSD_ticks_2020-03,True
F06,F06_LIM_0016,TRAIN,2020-03,2020-03-02 16:00:00.067,2020-03-02 16:00:00.119,11:00,buy,1.11311,1.112752,1.112752,1.1141840000000003,0.9,0.2,ENG_538c9366,EURUSD_ticks_2020-03,True
F06,F06_LIM_0016,TRAIN,2020-03,2020-03-02 17:00:00.171,2020-03-02 17:00:00.272,12:00,buy,1.11632,1.114308,1.114308,1.1223559999999997,0.9,0.2,ENG_538c9366,EURUSD_ticks_2020-03,True
F06,F06_LIM_0016,TRAIN,2020-03,2020-03-03 12:30:00.081,2020-03-03 12:30:00.384,07:30,buy,1.11144,1.1118959999999998,1.111592,1.1118959999999998,-3.1,0.2,ENG_538c9366,EURUSD_ticks_2020-03,True
F06,F06_LIM_0016,TRAIN,2020-03,2020-03-03 15:00:00.130,2020-03-03 15:00:00.181,10:00,buy,1.11271,1.112298,1.112298,1.1139460000000003,0.9,0.2,ENG_538c9366,EURUSD_ticks_2020-03,True
F06,F06_LIM_0016,TRAIN,2020-03,2020-03-05 12:00:00.353,2020-03-05 12:00:00.455,07:00,buy,1.11829,1.117413,1.117413,1.120921,0.9,0.2,ENG_538c9366,EURUSD_ticks_2020-03,True
F06,F06_LIM_0016,TRAIN,2020-03,2020-03-06 14:15:00.529,2020-03-06 14:15:00.580,09:15,buy,1.13303,1.132552,1.132552,1.134464,0.9,0.2,ENG_538c9366,EURUSD_ticks_2020-03,True
F06,F06_LIM_0016,TRAIN,2020-03,2020-03-09 13:00:00.135,2020-03-09 13:00:00.186,09:00,buy,1.1436,1.142557,1.142557,1.1467289999999997,0.9,0.2,ENG_538c9366,EURUSD_ticks_2020-03,True
F06,F06_LIM_0016,TRAIN,2020-03,2020-03-10 12:00:00.050,2020-03-10 12:00:00.151,08:00,buy,1.13599,1.135443,1.135443,1.1376310000000003,0.9,0.2,ENG_538c9366,EURUSD_ticks_2020-03,True
F06,F06_LIM_0016,TRAIN,2020-03,2020-03-23 12:00:00.176,2020-03-23 12:00:00.277,08:00,buy,1.0685,1.0689739999999996,1.0686579999999999,1.0689739999999996,-3.1,0.2,ENG_538c9366,EURUSD_ticks_2020-03,True
F06,F06_LIM_0016,TRAIN,2020-03,2020-03-25 15:45:00.574,2020-03-25 15:45:01.060,11:45,buy,1.07986,1.0821159999999996,1.080612,1.0821159999999996,-3.1,0.2,ENG_538c9366,EURUSD_ticks_2020-03,True
F06,F06_LIM_0016,TRAIN,2020-03,2020-03-26 11:15:00.099,2020-03-26 11:15:01.089,07:15,buy,1.09598,1.094963,1.094963,1.099031,0.9,0.2,ENG_538c9366,EURUSD_ticks_2020-03,True
F06,F06_LIM_0016,TRAIN,2020-03,2020-03-26 15:15:00.098,2020-03-26 15:15:00.199,11:15,buy,1.09897,1.0977890000000001,1.0977890000000001,1.1025129999999996,0.9,0.2,ENG_538c9366,EURUSD_ticks_2020-03,True
F06,F06_LIM_0016,TRAIN,2020-03,2020-03-27 11:00:00.044,2020-03-27 11:00:00.147,07:00,buy,1.10157,1.100858,1.100858,1.103706,0.9,0.2,ENG_538c9366,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-02 13:30:00.173,2020-03-02 13:30:00.275,08:30,buy,1.11222,1.11147,1.11147,1.11447,0.9,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-02 16:00:00.067,2020-03-02 16:00:00.119,11:00,buy,1.11311,1.112752,1.112752,1.1141840000000003,0.9,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-02 16:45:00.138,2020-03-02 16:45:00.239,11:45,buy,1.11493,1.113746,1.113746,1.1184820000000002,0.9,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-03 12:30:00.081,2020-03-03 12:30:00.384,07:30,buy,1.11144,1.1118959999999998,1.111592,1.1118959999999998,-3.1,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-03 15:00:00.130,2020-03-03 15:00:00.181,10:00,buy,1.11271,1.112298,1.112298,1.1139460000000003,0.9,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-04 15:45:00.727,2020-03-04 15:45:00.829,10:45,buy,1.11192,1.111796,1.111796,1.112292,0.9,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-05 12:30:00.096,2020-03-05 12:30:00.198,07:30,buy,1.11867,1.1177800000000002,1.1177800000000002,1.1213399999999996,0.9,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-05 16:45:00.278,2020-03-05 16:45:00.481,11:45,buy,1.11971,1.118678,1.118678,1.1228059999999997,0.9,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-06 14:15:00.529,2020-03-06 14:15:00.580,09:15,buy,1.13303,1.132552,1.132552,1.134464,0.9,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-06 14:45:00.166,2020-03-06 14:45:00.268,09:45,buy,1.13376,1.1330149999999999,1.1330149999999999,1.1359950000000008,0.9,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-09 13:00:00.135,2020-03-09 13:00:00.186,09:00,buy,1.1436,1.142557,1.142557,1.1467289999999997,0.9,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-10 12:00:00.050,2020-03-10 12:00:00.151,08:00,buy,1.13599,1.135443,1.135443,1.1376310000000003,0.9,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-11 12:00:00.052,2020-03-11 12:00:00.103,08:00,buy,1.13291,1.132541,1.132541,1.1340170000000003,0.9,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-16 16:00:00.101,2020-03-16 16:00:00.152,12:00,buy,1.11366,1.1132819999999999,1.1132819999999999,1.1147940000000007,0.9,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-19 13:15:00.096,2020-03-19 13:15:00.146,09:15,buy,1.07979,1.076882,1.076882,1.0885140000000004,0.9,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-20 15:00:00.041,2020-03-20 15:00:00.092,11:00,buy,1.072,1.071142,1.071142,1.0745740000000001,0.9,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-23 12:00:00.176,2020-03-23 12:00:00.277,08:00,buy,1.0685,1.0689739999999996,1.0686579999999999,1.0689739999999996,-3.1,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-23 14:30:00.036,2020-03-23 14:30:00.138,10:30,buy,1.07874,1.077883,1.077883,1.0813110000000004,0.9,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-25 13:00:00.074,2020-03-25 13:00:00.226,09:00,buy,1.08199,1.081508,1.081508,1.0834360000000003,0.9,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-25 15:45:00.574,2020-03-25 15:45:01.060,11:45,buy,1.07986,1.0821159999999996,1.080612,1.0821159999999996,-3.1,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-26 11:00:00.062,2020-03-26 11:00:01.124,07:00,buy,1.09536,1.094636,1.094636,1.0975319999999997,0.9,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-26 13:00:00.065,2020-03-26 13:00:00.116,09:00,buy,1.09722,1.095929,1.095929,1.1010930000000005,0.9,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-26 14:45:00.049,2020-03-26 14:45:00.332,10:45,buy,1.09681,1.0971939999999998,1.096938,1.0971939999999998,-3.1,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-27 11:00:00.044,2020-03-27 11:00:00.147,07:00,buy,1.10157,1.100858,1.100858,1.103706,0.9,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-27 14:45:00.976,2020-03-27 14:45:01.077,10:45,buy,1.09868,1.09839,1.09839,1.0995500000000005,0.9,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-27 15:45:01.183,2020-03-27 15:45:01.774,11:45,buy,1.10358,1.100847,1.100847,1.1117790000000003,0.9,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-31 12:30:00.176,2020-03-31 12:30:00.227,08:30,buy,1.09518,1.0952819999999996,1.095214,1.0952819999999996,-3.1,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-31 14:30:00.072,2020-03-31 14:30:00.173,10:30,buy,1.09696,1.096606,1.096606,1.0980219999999998,0.9,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0017,TRAIN,2020-03,2020-03-31 15:00:00.088,2020-03-31 15:00:00.139,11:00,buy,1.09712,1.097024,1.097024,1.0974080000000004,0.9,0.2,ENG_e7bf638e,EURUSD_ticks_2020-03,True
F06,F06_LIM_0018,TRAIN,2020-03,2020-03-02 17:00:00.171,2020-03-02 17:00:00.272,12:00,buy,1.11632,1.111971,1.111971,1.1293669999999998,0.9,0.2,ENG_a8e19a36,EURUSD_ticks_2020-03,True
F06,F06_LIM_0018,TRAIN,2020-03,2020-03-03 15:00:00.130,2020-03-03 15:00:00.181,10:00,buy,1.11271,1.1118986666666666,1.1118986666666666,1.1151440000000006,0.9,0.2,ENG_a8e19a36,EURUSD_ticks_2020-03,True
F06,F06_LIM_0018,TRAIN,2020-03,2020-03-26 15:15:00.098,2020-03-26 15:15:00.199,11:15,buy,1.09897,1.0957913333333333,1.0957913333333333,1.108506,0.9,0.2,ENG_a8e19a36,EURUSD_ticks_2020-03,True
F06,F06_LIM_0018,TRAIN,2020-03,2020-03-26 15:45:00.070,2020-03-26 15:45:00.785,11:45,buy,1.09967,1.09632,1.09632,1.1097199999999998,0.9,0.2,ENG_a8e19a36,EURUSD_ticks_2020-03,True
F06,F06_LIM_0018,TRAIN,2020-03,2020-03-27 15:45:01.183,2020-03-27 15:45:01.774,11:45,buy,1.10358,1.1004966666666667,1.1004966666666667,1.11283,0.9,0.2,ENG_a8e19a36,EURUSD_ticks_2020-03,True
F06,F06_LIM_0019,TRAIN,2020-03,2020-03-02 17:00:00.171,2020-03-02 17:00:00.272,12:00,buy,1.11632,1.111971,1.111971,1.1293669999999998,0.9,0.2,ENG_488162ef,EURUSD_ticks_2020-03,True
F06,F06_LIM_0019,TRAIN,2020-03,2020-03-03 15:00:00.130,2020-03-03 15:00:00.181,10:00,buy,1.11271,1.1118986666666666,1.1118986666666666,1.1151440000000006,0.9,0.2,ENG_488162ef,EURUSD_ticks_2020-03,True
F06,F06_LIM_0019,TRAIN,2020-03,2020-03-26 15:15:00.098,2020-03-26 15:15:00.199,11:15,buy,1.09897,1.0957913333333333,1.0957913333333333,1.108506,0.9,0.2,ENG_488162ef,EURUSD_ticks_2020-03,True
F06,F06_LIM_0019,TRAIN,2020-03,2020-03-26 15:45:00.070,2020-03-26 15:45:00.785,11:45,buy,1.09967,1.09632,1.09632,1.1097199999999998,0.9,0.2,ENG_488162ef,EURUSD_ticks_2020-03,True
F06,F06_LIM_0019,TRAIN,2020-03,2020-03-27 15:45:01.183,2020-03-27 15:45:01.774,11:45,buy,1.10358,1.1004966666666667,1.1004966666666667,1.11283,0.9,0.2,ENG_488162ef,EURUSD_ticks_2020-03,True
F06,F06_LIM_0020,TRAIN,2020-03,2020-03-03 15:00:00.130,2020-03-03 15:00:00.181,10:00,buy,1.11271,1.112298,1.112298,1.1139460000000003,0.9,0.2,ENG_2785c4b1,EURUSD_ticks_2020-03,True
F06,F06_LIM_0020,TRAIN,2020-03,2020-03-23 12:00:00.176,2020-03-23 12:00:00.277,08:00,buy,1.0685,1.0689739999999996,1.0686579999999999,1.0689739999999996,-3.1,0.2,ENG_2785c4b1,EURUSD_ticks_2020-03,True
F06,F06_LIM_0020,TRAIN,2020-03,2020-03-25 15:45:00.574,2020-03-25 15:45:01.060,11:45,buy,1.07986,1.0821159999999996,1.080612,1.0821159999999996,-3.1,0.2,ENG_2785c4b1,EURUSD_ticks_2020-03,True
F06,F06_LIM_0021,TRAIN,2020-03,2020-03-02 13:00:00.076,2020-03-02 13:00:00.177,08:00,buy,1.11124,1.1081290000000001,1.1081290000000001,1.1205729999999996,0.9,0.2,ENG_d133c2a0,EURUSD_ticks_2020-03,True
F06,F06_LIM_0021,TRAIN,2020-03,2020-03-02 16:00:00.067,2020-03-02 16:00:00.119,11:00,buy,1.11311,1.110836,1.110836,1.1199320000000004,0.9,0.2,ENG_d133c2a0,EURUSD_ticks_2020-03,True
F06,F06_LIM_0021,TRAIN,2020-03,2020-03-03 15:00:00.130,2020-03-03 15:00:00.181,10:00,buy,1.11271,1.1118986666666666,1.1118986666666666,1.1151440000000006,0.9,0.2,ENG_d133c2a0,EURUSD_ticks_2020-03,True
F06,F06_LIM_0021,TRAIN,2020-03,2020-03-03 16:30:00.051,2020-03-03 16:30:00.152,11:30,buy,1.11509,1.1130666666666664,1.1130666666666664,1.1211600000000004,0.9,0.2,ENG_d133c2a0,EURUSD_ticks_2020-03,True
F06,F06_LIM_0021,TRAIN,2020-03,2020-03-05 13:15:00.101,2020-03-05 13:15:00.202,08:15,buy,1.11867,1.1158883333333334,1.1158883333333334,1.127015,0.9,0.2,ENG_d133c2a0,EURUSD_ticks_2020-03,True
F06,F06_LIM_0021,TRAIN,2020-03,2020-03-05 16:45:00.278,2020-03-05 16:45:00.481,11:45,buy,1.11971,1.1182743333333331,1.1182743333333331,1.1240170000000005,0.9,0.2,ENG_d133c2a0,EURUSD_ticks_2020-03,True
F06,F06_LIM_0021,TRAIN,2020-03,2020-03-09 13:00:00.135,2020-03-09 13:00:00.186,09:00,buy,1.1436,1.141541,1.141541,1.149777,0.9,0.2,ENG_d133c2a0,EURUSD_ticks_2020-03,True
F06,F06_LIM_0021,TRAIN,2020-03,2020-03-10 12:15:00.819,2020-03-10 12:15:00.870,08:15,buy,1.13745,1.136017,1.136017,1.1417490000000001,0.9,0.2,ENG_d133c2a0,EURUSD_ticks_2020-03,True
F06,F06_LIM_0021,TRAIN,2020-03,2020-03-10 13:00:00.013,2020-03-10 13:00:00.115,09:00,buy,1.13799,1.1362963333333334,1.1362963333333334,1.1430710000000002,0.9,0.2,ENG_d133c2a0,EURUSD_ticks_2020-03,True
F06,F06_LIM_0021,TRAIN,2020-03,2020-03-23 12:15:00.041,2020-03-23 12:15:00.142,08:15,buy,1.07499,1.071208,1.071208,1.0863359999999997,0.9,0.2,ENG_d133c2a0,EURUSD_ticks_2020-03,True
F06,F06_LIM_0021,TRAIN,2020-03,2020-03-23 12:45:00.090,2020-03-23 12:45:00.191,08:45,buy,1.07616,1.0713996666666668,1.0713996666666668,1.0904409999999998,0.9,0.2,ENG_d133c2a0,EURUSD_ticks_2020-03,True
F06,F06_LIM_0021,TRAIN,2020-03,2020-03-23 13:45:00.030,2020-03-23 13:45:00.081,09:45,buy,1.07635,1.0717026666666667,1.0717026666666667,1.0902919999999996,0.9,0.2,ENG_d133c2a0,EURUSD_ticks_2020-03,True
F06,F06_LIM_0021,TRAIN,2020-03,2020-03-26 12:45:00.010,2020-03-26 12:45:00.163,08:45,buy,1.09487,1.0935636666666668,1.0935636666666668,1.0987889999999996,0.9,0.2,ENG_d133c2a0,EURUSD_ticks_2020-03,True
F06,F06_LIM_0021,TRAIN,2020-03,2020-03-26 13:45:00.042,2020-03-26 13:45:00.145,09:45,buy,1.09571,1.0943916666666667,1.0943916666666667,1.099665,0.9,0.2,ENG_d133c2a0,EURUSD_ticks_2020-03,True
F06,F06_LIM_0021,TRAIN,2020-03,2020-03-26 14:45:00.049,2020-03-26 14:45:00.332,10:45,buy,1.09681,1.095205,1.095205,1.1016250000000003,0.9,0.2,ENG_d133c2a0,EURUSD_ticks_2020-03,True
F06,F06_LIM_0021,TRAIN,2020-03,2020-03-27 15:15:00.246,2020-03-27 15:15:00.350,11:15,buy,1.10232,1.1003596666666666,1.1003596666666666,1.108201,0.9,0.2,ENG_d133c2a0,EURUSD_ticks_2020-03,True
F06,F06_LIM_0021,TRAIN,2020-03,2020-03-31 15:15:00.081,2020-03-31 15:15:00.133,11:15,buy,1.09916,1.0968680000000002,1.0968680000000002,1.1060359999999991,0.9,0.2,ENG_d133c2a0,EURUSD_ticks_2020-03,True
F06,F06_LIM_0022,TRAIN,2020-03,2020-03-02 13:30:00.173,2020-03-02 13:30:00.275,08:30,buy,1.11222,1.11147,1.11147,1.11447,0.9,0.2,ENG_2ec56db4,EURUSD_ticks_2020-03,True
F06,F06_LIM_0022,TRAIN,2020-03,2020-03-02 16:00:00.067,2020-03-02 16:00:00.119,11:00,buy,1.11311,1.112752,1.112752,1.1141840000000003,0.9,0.2,ENG_2ec56db4,EURUSD_ticks_2020-03,True
F06,F06_LIM_0022,TRAIN,2020-03,2020-03-02 16:45:00.138,2020-03-02 16:45:00.239,11:45,buy,1.11493,1.113746,1.113746,1.1184820000000002,0.9,0.2,ENG_2ec56db4,EURUSD_ticks_2020-03,True
F06,F06_LIM_0022,TRAIN,2020-03,2020-03-03 12:30:00.081,2020-03-03 12:30:00.384,07:30,buy,1.11144,1.1118959999999998,1.111592,1.1118959999999998,-3.1,0.2,ENG_2ec56db4,EURUSD_ticks_2020-03,True
F06,F06_LIM_0022,TRAIN,2020-03,2020-03-03 15:00:00.130,2020-03-03 15:00:00.181,10:00,buy,1.11271,1.112298,1.112298,1.1139460000000003,0.9,0.2,ENG_2ec56db4,EURUSD_ticks_2020-03,True
F06,F06_LIM_0022,TRAIN,2020-03,2020-03-04 15:45:00.727,2020-03-04 15:45:00.829,10:45,buy,1.11192,1.111796,1.111796,1.112292,0.9,0.2,ENG_2ec56db4,EURUSD_ticks_2020-03,True
F06,F06_LIM_0022,TRAIN,2020-03,2020-03-05 12:30:00.096,2020-03-05 12:30:00.198,07:30,buy,1.11867,1.1177800000000002,1.1177800000000002,1.1213399999999996,0.9,0.2,ENG_2ec56db4,EURUSD_ticks_2020-03,True
F06,F06_LIM_0022,TRAIN,2020-03,2020-03-05 16:45:00.278,2020-03-05 16:45:00.481,11:45,buy,1.11971,1.118678,1.118678,1.1228059999999997,0.9,0.2,ENG_2ec56db4,EURUSD_ticks_2020-03,True
F06,F06_LIM_0022,TRAIN,2020-03,2020-03-06 14:15:00.529,2020-03-06 14:15:00.580,09:15,buy,1.13303,1.132552,1.132552,1.134464,0.9,0.2,ENG_2ec56db4,EURUSD_ticks_2020-03,True
F06,F06_LIM_0022,TRAIN,2020-03,2020-03-06 14:45:00.166,2020-03-06 14:45:00.268,09:45,buy,1.13376,1.1330149999999999,1.1330149999999999,1.1359950000000008,0.9,0.2,ENG_2ec56db4,EURUSD_ticks_2020-03,True
F06,F06_LIM_0022,TRAIN,2020-03,2020-03-09 13:00:00.135,2020-03-09 13:00:00.186,09:00,buy,1.1436,1.142557,1.142557,1.1467289999999997,0.9,0.2,ENG_2ec56db4,EURUSD_ticks_2020-03,True
F06,F06_LIM_0022,TRAIN,2020-03,2020-03-10 12:00:00.050,2020-03-10 12:00:00.151,08:00,buy,1.13599,1.135443,1.135443,1.1376310000000003,0.9,0.2,ENG_2ec56db4,EURUSD_ticks_2020-03,True
F06,F06_LIM_0022,TRAIN,2020-03,2020-03-11 12:00:00.052,2020-03-11 12:00:00.103,08:00,buy,1.13291,1.132541,1.132541,1.1340170000000003,0.9,0.2,ENG_2ec56db4,EURUSD_ticks_2020-03,True
F06,F06_LIM_0022,TRAIN,2020-03,2020-03-16 16:00:00.101,2020-03-16 16:00:00.152,12:00,buy,1.11366,1.1132819999999999,1.1132819999999999,1.1147940000000007,0.9,0.2,ENG_2ec56db4,EURUSD_ticks_2020-03,True
F06,F06_LIM_0022,TRAIN,2020-03,2020-03-19 13:15:00.096,2020-03-19 13:15:00.146,09:15,buy,1.07979,1.076882,1.076882,1.0885140000000004,0.9,0.2,ENG_2ec56db4,EURUSD_ticks_2020-03,True
F06,F06_LIM_0022,TRAIN,2020-03,2020-03-20 15:00:00.041,2020-03-20 15:00:00.092,11:00,buy,1.072,1.071142,1.071142,1.0745740000000001,0.9,0.2,ENG_2ec56db4,EURUSD_ticks_2020-03,True
F06,F06_LIM_0022,TRAIN,2020-03,2020-03-23 12:00:00.176,2020-03-23 12:00:00.277,08:00,buy,1.0685,1.0689739999999996,1.0686579999999999,1.0689739999999996,-3.1,0.2,ENG_2ec56db4,EURUSD_ticks_2020-03,True
F06,F06_LIM_0022,TRAIN,2020-03,2020-03-23 14:30:00.036,2020-03-23 14:30:00.138,10:30,buy,1.07874,1.077883,1.077883,1.0813110000000004,0.9,0.2,ENG_2ec56db4,EURUSD_ticks_2020-03,True
