config_id,phase,entry_time,exit_time,entry_price,exit_price,direction,pnl_net_r,slippage
V48_B2_006,TRAIN,2020-03-27 14:51:00+00:00,2020-03-27 15:00:41.232000+00:00,1.09952,1.101195,LONG,2.3955,0.2
V48_B2_007,TRAIN,2020-03-03 13:57:00+00:00,2020-03-03 14:02:17.103000+00:00,1.11162,1.11213,LONG,1.2941,0.2
V48_B2_007,TRAIN,2020-03-09 12:00:00+00:00,2020-03-09 12:05:31.481000+00:00,1.14249,1.14293,SHORT,-1.1591,0.2
V48_B2_007,TRAIN,2020-03-09 13:54:00+00:00,2020-03-09 16:32:37.392000+00:00,1.141,1.1461000000000001,LONG,1.4794,0.2
V48_B2_007,TRAIN,2020-03-11 11:09:00+00:00,2020-03-11 11:12:03.182000+00:00,1.13293,1.13263,LONG,-1.2333,0.2
V48_B2_007,TRAIN,2020-03-11 11:18:00+00:00,2020-03-11 11:24:13.733000+00:00,1.13301,1.13352,LONG,1.2941,0.2
V48_B2_007,TRAIN,2020-03-16 14:00:00+00:00,2020-03-16 14:10:11.112000+00:00,1.11487,1.11588,SHORT,-1.0693,0.2
V48_B2_007,TRAIN,2020-03-20 11:09:00+00:00,2020-03-20 11:09:07.532000+00:00,1.07296,1.07271,LONG,-1.28,0.2
V48_B2_007,TRAIN,2020-03-20 12:24:00+00:00,2020-03-20 12:30:46.265000+00:00,1.07297,1.07238,LONG,-1.1186,0.2
V48_B2_007,TRAIN,2020-03-24 11:21:00+00:00,2020-03-24 11:24:49.706000+00:00,1.0866,1.0855050000000002,SHORT,1.4041,0.2
V48_B2_007,TRAIN,2020-03-24 11:36:00+00:00,2020-03-24 11:43:51.947000+00:00,1.08647,1.0855850000000002,SHORT,1.3814,0.2
V48_B2_007,TRAIN,2020-03-25 13:06:00+00:00,2020-03-25 13:12:47.709000+00:00,1.08214,1.08268,SHORT,-1.1296,0.2
V48_B2_008,TRAIN,2020-03-02 14:12:00+00:00,2020-03-02 14:14:14.264000+00:00,1.11118,1.11167,SHORT,-1.1429,0.2
V48_B2_008,TRAIN,2020-03-05 15:48:00+00:00,2020-03-05 15:51:55.205000+00:00,1.11776,1.11838,SHORT,-1.1129,0.2
V48_B2_008,TRAIN,2020-03-06 14:24:00+00:00,2020-03-06 14:25:24.537000+00:00,1.13388,1.13452,SHORT,-1.1094,0.2
V48_B2_008,TRAIN,2020-03-06 14:48:00+00:00,2020-03-06 14:50:00.201000+00:00,1.13397,1.13467,SHORT,-1.1,0.2
V48_B2_008,TRAIN,2020-03-12 13:36:00+00:00,2020-03-12 13:39:41.063000+00:00,1.12295,1.12209,LONG,-1.0814,0.2
V48_B2_008,TRAIN,2020-03-19 13:57:00+00:00,2020-03-19 14:16:07.036000+00:00,1.08028,1.07888,LONG,-1.05,0.2
V48_B2_008,TRAIN,2020-03-19 14:54:00+00:00,2020-03-19 14:55:39.959000+00:00,1.0794,1.0801199999999997,LONG,1.8056,0.2
V48_B2_008,TRAIN,2020-03-20 13:03:00+00:00,2020-03-20 13:05:56.679000+00:00,1.07088,1.07048,LONG,-1.175,0.2
V48_B2_008,TRAIN,2020-03-24 13:42:00+00:00,2020-03-24 14:29:19.842000+00:00,1.08084,1.07882,LONG,-1.0347,0.2
V48_B2_008,TRAIN,2020-03-24 14:00:00+00:00,2020-03-24 14:25:21.005000+00:00,1.08131,1.07986,LONG,-1.0483,0.2
V48_B2_008,TRAIN,2020-03-27 14:33:00+00:00,2020-03-27 14:33:46.950000+00:00,1.0991,1.09869,LONG,-1.1707,0.2
V48_B2_008,TRAIN,2020-03-27 14:51:00+00:00,2020-03-27 14:59:11.264000+00:00,1.09952,1.10086,LONG,1.8955,0.2
V48_B2_009,TRAIN,2020-03-02 14:12:00+00:00,2020-03-02 14:14:14.264000+00:00,1.11118,1.11167,SHORT,-1.1429,0.2
V48_B2_009,TRAIN,2020-03-06 14:24:00+00:00,2020-03-06 14:25:24.537000+00:00,1.13388,1.13452,SHORT,-1.1094,0.2
V48_B2_009,TRAIN,2020-03-12 13:06:00+00:00,2020-03-12 13:07:01.069000+00:00,1.12292,1.12252,LONG,-1.175,0.2
V48_B2_009,TRAIN,2020-03-13 12:30:00+00:00,2020-03-13 12:31:08.817000+00:00,1.11547,1.11501,LONG,-1.1522,0.2
V48_B2_009,TRAIN,2020-03-17 11:36:00+00:00,2020-03-17 11:38:03.143000+00:00,1.10296,1.10273,LONG,-1.3043,0.2
V48_B2_009,TRAIN,2020-03-18 12:24:00+00:00,2020-03-18 12:55:38.583000+00:00,1.09672,1.09543,LONG,-1.0543,0.2
V48_B2_009,TRAIN,2020-03-19 11:06:00+00:00,2020-03-19 11:13:39.176000+00:00,1.08025,1.07912,LONG,-1.0619,0.2
V48_B2_009,TRAIN,2020-03-20 13:03:00+00:00,2020-03-20 13:05:56.679000+00:00,1.07088,1.07048,LONG,-1.175,0.2
V48_B2_009,TRAIN,2020-03-23 11:51:00+00:00,2020-03-23 11:53:29.740000+00:00,1.06713,1.0678649999999998,LONG,1.3571,0.2
V48_B2_009,TRAIN,2020-03-24 13:42:00+00:00,2020-03-24 14:29:19.842000+00:00,1.08084,1.07882,LONG,-1.0347,0.2
V48_B2_009,TRAIN,2020-03-26 12:45:00+00:00,2020-03-26 12:55:17.524000+00:00,1.09487,1.09542,SHORT,-1.1273,0.2
V48_B2_009,TRAIN,2020-03-30 11:42:00+00:00,2020-03-30 11:44:39.315000+00:00,1.10592,1.10553,LONG,-1.1795,0.2
V48_B2_010,TRAIN,2020-03-02 14:12:00+00:00,2020-03-02 14:14:14.264000+00:00,1.11118,1.11167,SHORT,-1.1429,0.2
V48_B2_010,TRAIN,2020-03-06 14:24:00+00:00,2020-03-06 14:25:24.537000+00:00,1.13388,1.13452,SHORT,-1.1094,0.2
V48_B2_010,TRAIN,2020-03-06 14:48:00+00:00,2020-03-06 14:50:00.201000+00:00,1.13397,1.13467,SHORT,-1.1,0.2
V48_B2_010,TRAIN,2020-03-12 13:36:00+00:00,2020-03-12 13:39:41.063000+00:00,1.12295,1.12209,LONG,-1.0814,0.2
V48_B2_010,TRAIN,2020-03-13 12:30:00+00:00,2020-03-13 12:31:08.817000+00:00,1.11547,1.11501,LONG,-1.1522,0.2
V48_B2_010,TRAIN,2020-03-19 13:57:00+00:00,2020-03-19 14:16:07.036000+00:00,1.08028,1.07888,LONG,-1.05,0.2
V48_B2_010,TRAIN,2020-03-19 14:54:00+00:00,2020-03-19 14:55:39.959000+00:00,1.0794,1.0801199999999997,LONG,1.8056,0.2
V48_B2_010,TRAIN,2020-03-20 13:03:00+00:00,2020-03-20 13:05:56.679000+00:00,1.07088,1.07048,LONG,-1.175,0.2
V48_B2_010,TRAIN,2020-03-24 14:00:00+00:00,2020-03-24 14:25:21.005000+00:00,1.08131,1.07986,LONG,-1.0483,0.2
V48_B2_010,TRAIN,2020-03-26 12:45:00+00:00,2020-03-26 12:55:17.524000+00:00,1.09487,1.09542,SHORT,-1.1273,0.2
V48_B2_010,TRAIN,2020-03-27 14:33:00+00:00,2020-03-27 14:33:46.950000+00:00,1.0991,1.09869,LONG,-1.1707,0.2
V48_B2_010,TRAIN,2020-03-27 14:51:00+00:00,2020-03-27 14:59:11.264000+00:00,1.09952,1.10086,LONG,1.8955,0.2
V48_B2_011,TRAIN,2020-03-03 16:27:00+00:00,2020-03-03 16:27:36.391000+00:00,1.11496,1.11528,SHORT,-1.2187,0.2
V48_B2_011,TRAIN,2020-03-03 16:30:00+00:00,2020-03-03 16:34:17.875000+00:00,1.11509,1.11564,SHORT,-1.1273,0.2
V48_B2_011,TRAIN,2020-03-09 13:54:00+00:00,2020-03-09 16:32:37.392000+00:00,1.141,1.1461000000000001,LONG,1.4794,0.2
V48_B2_011,TRAIN,2020-03-09 14:30:00+00:00,2020-03-09 14:32:49.811000+00:00,1.14189,1.14261,SHORT,-1.0972,0.2
V48_B2_011,TRAIN,2020-03-16 14:00:00+00:00,2020-03-16 14:10:11.112000+00:00,1.11487,1.11588,SHORT,-1.0693,0.2
V48_B2_011,TRAIN,2020-03-16 14:09:00+00:00,2020-03-16 14:10:03.728000+00:00,1.11478,1.1156,SHORT,-1.0854,0.2
V48_B2_011,TRAIN,2020-03-20 14:33:00+00:00,2020-03-20 14:33:09.235000+00:00,1.07283,1.07268,LONG,-1.4667,0.2
V48_B2_011,TRAIN,2020-03-20 15:27:00+00:00,2020-03-20 15:50:34.821000+00:00,1.07279,1.07166,LONG,-1.0619,0.2
V48_B2_011,TRAIN,2020-03-24 15:42:00+00:00,2020-03-24 15:43:02.723000+00:00,1.07765,1.0771,LONG,-1.1273,0.2
V48_B2_011,TRAIN,2020-03-24 15:45:00+00:00,2020-03-24 15:48:23.039000+00:00,1.07786,1.079075,LONG,1.4136,0.2
V48_B2_011,TRAIN,2020-03-25 13:00:00+00:00,2020-03-25 13:03:22.019000+00:00,1.08199,1.08262,SHORT,-1.1111,0.2
V48_B2_011,TRAIN,2020-03-25 13:06:00+00:00,2020-03-25 13:12:47.709000+00:00,1.08214,1.08268,SHORT,-1.1296,0.2
V48_B2_011,TRAIN,2020-03-27 15:48:00+00:00,2020-03-27 15:53:22.995000+00:00,1.10396,1.1055200000000003,LONG,1.4327,0.2
V48_B2_011,TRAIN,2020-03-31 15:15:00+00:00,2020-03-31 15:28:46.758000+00:00,1.09921,1.1003500000000002,LONG,1.4079,0.2
V48_B2_012,TRAIN,2020-03-03 16:27:00+00:00,2020-03-03 16:27:36.391000+00:00,1.11496,1.11528,SHORT,-1.2187,0.2
V48_B2_012,TRAIN,2020-03-03 16:30:00+00:00,2020-03-03 16:34:17.875000+00:00,1.11509,1.11564,SHORT,-1.1273,0.2
V48_B2_012,TRAIN,2020-03-09 13:54:00+00:00,2020-03-09 20:00:00.020000+00:00,1.141,1.14519,LONG,1.2118,0.2
V48_B2_012,TRAIN,2020-03-09 14:33:00+00:00,2020-03-09 14:48:51.817000+00:00,1.14207,1.14263,SHORT,-1.125,0.2
V48_B2_012,TRAIN,2020-03-16 14:00:00+00:00,2020-03-16 14:10:11.112000+00:00,1.11487,1.11588,SHORT,-1.0693,0.2
V48_B2_012,TRAIN,2020-03-16 14:09:00+00:00,2020-03-16 14:10:03.728000+00:00,1.11478,1.1156,SHORT,-1.0854,0.2
V48_B2_012,TRAIN,2020-03-20 14:33:00+00:00,2020-03-20 14:33:09.235000+00:00,1.07283,1.07268,LONG,-1.4667,0.2
V48_B2_012,TRAIN,2020-03-20 15:27:00+00:00,2020-03-20 15:50:34.821000+00:00,1.07279,1.07166,LONG,-1.0619,0.2
V48_B2_012,TRAIN,2020-03-24 15:42:00+00:00,2020-03-24 15:43:02.723000+00:00,1.07765,1.0771,LONG,-1.1273,0.2
V48_B2_012,TRAIN,2020-03-24 15:45:00+00:00,2020-03-24 15:57:48.773000+00:00,1.07786,1.079885,LONG,2.4136,0.2
V48_B2_012,TRAIN,2020-03-25 13:06:00+00:00,2020-03-25 13:12:47.709000+00:00,1.08214,1.08268,SHORT,-1.1296,0.2
V48_B2_012,TRAIN,2020-03-25 15:30:00+00:00,2020-03-25 15:30:18.795000+00:00,1.07925,1.07889,LONG,-1.1944,0.2
V48_B2_012,TRAIN,2020-03-27 15:48:00+00:00,2020-03-27 16:04:33.158000+00:00,1.10396,1.1065600000000004,LONG,2.4327,0.2
V48_B2_013,TRAIN,2020-03-02 14:12:00+00:00,2020-03-02 14:14:14.264000+00:00,1.11118,1.11167,SHORT,-1.1429,0.2
V48_B2_013,TRAIN,2020-03-06 14:24:00+00:00,2020-03-06 14:25:24.537000+00:00,1.13388,1.13452,SHORT,-1.1094,0.2
V48_B2_013,TRAIN,2020-03-06 14:48:00+00:00,2020-03-06 14:50:00.201000+00:00,1.13397,1.13467,SHORT,-1.1,0.2
V48_B2_013,TRAIN,2020-03-12 13:36:00+00:00,2020-03-12 13:39:41.063000+00:00,1.12295,1.12209,LONG,-1.0814,0.2
V48_B2_013,TRAIN,2020-03-13 12:30:00+00:00,2020-03-13 12:31:08.817000+00:00,1.11547,1.11501,LONG,-1.1522,0.2
V48_B2_013,TRAIN,2020-03-17 11:36:00+00:00,2020-03-17 11:38:03.143000+00:00,1.10296,1.10273,LONG,-1.3043,0.2
V48_B2_013,TRAIN,2020-03-18 12:24:00+00:00,2020-03-18 12:55:38.583000+00:00,1.09672,1.09543,LONG,-1.0543,0.2
V48_B2_013,TRAIN,2020-03-19 11:06:00+00:00,2020-03-19 11:13:39.176000+00:00,1.08025,1.07912,LONG,-1.0619,0.2
V48_B2_013,TRAIN,2020-03-19 13:57:00+00:00,2020-03-19 14:16:07.036000+00:00,1.08028,1.07888,LONG,-1.05,0.2
V48_B2_013,TRAIN,2020-03-20 13:03:00+00:00,2020-03-20 13:05:56.679000+00:00,1.07088,1.07048,LONG,-1.175,0.2
V48_B2_014,TRAIN,2020-03-03 16:27:00+00:00,2020-03-03 16:27:36.391000+00:00,1.11496,1.11528,SHORT,-1.2187,0.2
V48_B2_014,TRAIN,2020-03-03 16:30:00+00:00,2020-03-03 16:34:17.875000+00:00,1.11509,1.11564,SHORT,-1.1273,0.2
V48_B2_014,TRAIN,2020-03-09 13:54:00+00:00,2020-03-09 16:32:37.392000+00:00,1.141,1.1461000000000001,LONG,1.4794,0.2
V48_B2_014,TRAIN,2020-03-16 14:00:00+00:00,2020-03-16 14:10:11.112000+00:00,1.11487,1.11588,SHORT,-1.0693,0.2
V48_B2_014,TRAIN,2020-03-16 14:12:00+00:00,2020-03-16 14:21:41.409000+00:00,1.1146,1.112575,SHORT,1.4481,0.2
V48_B2_014,TRAIN,2020-03-20 14:33:00+00:00,2020-03-20 14:33:09.235000+00:00,1.07283,1.07268,LONG,-1.4667,0.2
V48_B2_014,TRAIN,2020-03-20 15:27:00+00:00,2020-03-20 15:50:34.821000+00:00,1.07279,1.07166,LONG,-1.0619,0.2
V48_B2_014,TRAIN,2020-03-25 13:06:00+00:00,2020-03-25 13:12:47.709000+00:00,1.08214,1.08268,SHORT,-1.1296,0.2
V48_B2_015,TRAIN,2020-03-02 14:12:00+00:00,2020-03-02 14:14:14.264000+00:00,1.11118,1.11167,SHORT,-1.1429,0.2
V48_B2_015,TRAIN,2020-03-06 14:24:00+00:00,2020-03-06 14:25:24.537000+00:00,1.13388,1.13452,SHORT,-1.1094,0.2
V48_B2_015,TRAIN,2020-03-12 13:36:00+00:00,2020-03-12 13:39:41.063000+00:00,1.12295,1.12209,LONG,-1.0814,0.2
V48_B2_015,TRAIN,2020-03-13 12:30:00+00:00,2020-03-13 12:31:08.817000+00:00,1.11547,1.11501,LONG,-1.1522,0.2
V48_B2_015,TRAIN,2020-03-17 11:36:00+00:00,2020-03-17 11:38:03.143000+00:00,1.10296,1.10273,LONG,-1.3043,0.2
V48_B2_015,TRAIN,2020-03-18 12:24:00+00:00,2020-03-18 12:55:38.583000+00:00,1.09672,1.09543,LONG,-1.0543,0.2
V48_B2_015,TRAIN,2020-03-19 11:06:00+00:00,2020-03-19 11:13:39.176000+00:00,1.08025,1.07912,LONG,-1.0619,0.2
V48_B2_015,TRAIN,2020-03-20 13:03:00+00:00,2020-03-20 13:05:56.679000+00:00,1.07088,1.07048,LONG,-1.175,0.2
V48_B2_015,TRAIN,2020-03-23 11:51:00+00:00,2020-03-23 11:56:53.599000+00:00,1.06713,1.0681099999999997,LONG,1.8571,0.2
V48_B2_015,TRAIN,2020-03-24 13:42:00+00:00,2020-03-24 14:29:19.842000+00:00,1.08084,1.07882,LONG,-1.0347,0.2
V48_B2_015,TRAIN,2020-03-26 12:45:00+00:00,2020-03-26 12:55:17.524000+00:00,1.09487,1.09542,SHORT,-1.1273,0.2
V48_B2_015,TRAIN,2020-03-30 11:42:00+00:00,2020-03-30 11:44:39.315000+00:00,1.10592,1.10553,LONG,-1.1795,0.2
V48_B2_016,TRAIN,2020-03-03 13:57:00+00:00,2020-03-03 14:02:17.103000+00:00,1.11162,1.11213,LONG,1.2941,0.2
V48_B2_016,TRAIN,2020-03-09 11:12:00+00:00,2020-03-09 11:45:55.769000+00:00,1.14207,1.1411099999999998,SHORT,1.3906,0.2
V48_B2_016,TRAIN,2020-03-09 11:57:00+00:00,2020-03-09 11:58:18.908000+00:00,1.14243,1.14265,SHORT,-1.3182,0.2
V48_B2_016,TRAIN,2020-03-09 12:00:00+00:00,2020-03-09 12:05:31.481000+00:00,1.14249,1.14293,SHORT,-1.1591,0.2
V48_B2_016,TRAIN,2020-03-11 11:09:00+00:00,2020-03-11 11:12:03.182000+00:00,1.13293,1.13263,LONG,-1.2333,0.2
V48_B2_016,TRAIN,2020-03-11 11:18:00+00:00,2020-03-11 11:24:13.733000+00:00,1.13301,1.13352,LONG,1.2941,0.2
V48_B2_016,TRAIN,2020-03-16 14:00:00+00:00,2020-03-16 14:10:11.112000+00:00,1.11487,1.11588,SHORT,-1.0693,0.2
V48_B2_016,TRAIN,2020-03-20 11:06:00+00:00,2020-03-20 11:09:37.979000+00:00,1.07306,1.07247,LONG,-1.1186,0.2
V48_B2_016,TRAIN,2020-03-20 11:09:00+00:00,2020-03-20 11:09:07.532000+00:00,1.07296,1.07271,LONG,-1.28,0.2
V48_B2_016,TRAIN,2020-03-20 12:24:00+00:00,2020-03-20 12:30:46.265000+00:00,1.07297,1.07238,LONG,-1.1186,0.2
V48_B2_016,TRAIN,2020-03-24 11:21:00+00:00,2020-03-24 11:24:49.706000+00:00,1.0866,1.0855050000000002,SHORT,1.4041,0.2
V48_B2_016,TRAIN,2020-03-24 11:36:00+00:00,2020-03-24 11:43:51.947000+00:00,1.08647,1.0855850000000002,SHORT,1.3814,0.2
V48_B2_016,TRAIN,2020-03-24 11:39:00+00:00,2020-03-24 11:40:41.007000+00:00,1.08655,1.0859049999999997,SHORT,1.3372,0.2
V48_B2_016,TRAIN,2020-03-25 13:06:00+00:00,2020-03-25 13:12:47.709000+00:00,1.08214,1.08268,SHORT,-1.1296,0.2
V48_B2_017,TRAIN,2020-03-02 14:12:00+00:00,2020-03-02 14:14:14.264000+00:00,1.11118,1.11167,SHORT,-1.1429,0.2
V48_B2_017,TRAIN,2020-03-05 15:48:00+00:00,2020-03-05 15:51:55.205000+00:00,1.11776,1.11838,SHORT,-1.1129,0.2
V48_B2_017,TRAIN,2020-03-06 14:24:00+00:00,2020-03-06 14:25:24.537000+00:00,1.13388,1.13452,SHORT,-1.1094,0.2
V48_B2_017,TRAIN,2020-03-06 14:48:00+00:00,2020-03-06 14:50:00.201000+00:00,1.13397,1.13467,SHORT,-1.1,0.2
V48_B2_017,TRAIN,2020-03-12 13:36:00+00:00,2020-03-12 13:39:41.063000+00:00,1.12295,1.12209,LONG,-1.0814,0.2
V48_B2_017,TRAIN,2020-03-19 13:57:00+00:00,2020-03-19 14:16:07.036000+00:00,1.08028,1.07888,LONG,-1.05,0.2
V48_B2_017,TRAIN,2020-03-19 14:15:00+00:00,2020-03-19 14:16:06.935000+00:00,1.07946,1.0789,LONG,-1.125,0.2
