pair,entry_time_ny,exit_time_ny,direction,entry_price,exit_price,sl,tp,risk_r,pnl_r,pnl_usd,result,exit_reason,session_date
EURUSD,2022-01-07 15:30:00,2022-01-07 15:35:00,long,1.13621,1.136008695744942,1.136008695744942,1.1364113042550579,1.0,-1.2257494762799528,-1225.749476279953,loss,stop_loss,2022-01-07
EURUSD,2022-01-12 15:55:00,2022-01-12 16:30:00,long,1.14487,1.1446388589372378,1.1446388589372378,1.1451011410627623,1.0,-1.198104793093516,-1198.104793093516,loss,stop_loss,2022-01-12
EURUSD,2022-01-13 14:15:00,2022-01-13 14:35:00,long,1.14643,1.1461134319644222,1.1461134319644222,1.146746568035578,1.0,-1.1448371033157554,-1144.8371033157555,loss,stop_loss,2022-01-13
EURUSD,2022-01-17 13:40:00,2022-01-17 13:50:00,short,1.14111,1.140904657182161,1.141315342817839,1.140904657182161,1.0,0.7777359638240946,777.7359638240946,win,take_profit,2022-01-17
EURUSD,2022-01-18 15:05:00,2022-01-18 15:05:00,short,1.13267,1.1329622724998347,1.1329622724998347,1.1323777275001654,1.0,-1.1550354215262089,-1155.035421526209,loss,stop_loss,2022-01-18
EURUSD,2022-01-20 15:40:00,2022-01-20 15:40:00,short,1.13103,1.1307706379327598,1.1312893620672402,1.1307706379327598,1.0,0.825587199297747,825.587199297747,win,take_profit,2022-01-20
EURUSD,2022-01-21 15:50:00,2022-01-21 15:50:00,long,1.13433,1.1341271840077833,1.1341271840077833,1.1345328159922168,1.0,-1.2236959227950122,-1223.6959227950122,loss,stop_loss,2022-01-21
EURUSD,2022-01-24 13:55:00,2022-01-24 13:55:00,short,1.13279,1.1330895973368298,1.1330895973368298,1.1324904026631701,1.0,-1.1512615331644869,-1151.2615331644868,loss,stop_loss,2022-01-24
EURUSD,2022-01-24 15:40:00,2022-01-24 16:05:00,long,1.13219,1.1319124977403907,1.1319124977403907,1.1324675022596093,1.0,-1.163177145553239,-1163.177145553239,loss,stop_loss,2022-01-24
EURUSD,2022-01-25 14:35:00,2022-01-25 14:35:00,short,1.12938,1.1295868127550075,1.1295868127550075,1.1291731872449926,1.0,-1.2184550909529688,-1218.4550909529687,loss,stop_loss,2022-01-25
EURUSD,2022-01-28 14:50:00,2022-01-28 14:55:00,long,1.11519,1.1148907832922836,1.1148907832922836,1.1154892167077162,1.0,-1.1490611220240954,-1149.0611220240953,loss,stop_loss,2022-01-28
EURUSD,2022-02-03 13:40:00,2022-02-03 13:55:00,long,1.1436899999999999,1.1442578571351252,1.1431221428648746,1.1442578571351252,1.0,0.9194180240164306,919.4180240164305,win,take_profit,2022-02-03
EURUSD,2022-02-16 15:45:00,2022-02-16 15:50:00,long,1.13884,1.1384941848865937,1.1384941848865937,1.1391858151134064,1.0,-1.1317079531982703,-1131.7079531982704,loss,stop_loss,2022-02-16
EURUSD,2022-02-21 15:15:00,2022-02-21 15:15:00,short,1.13128,1.1309528225975487,1.1316071774024514,1.1309528225975487,1.0,0.8617119318461693,861.7119318461694,win,take_profit,2022-02-21
EURUSD,2022-02-22 14:40:00,2022-02-22 14:50:00,long,1.13323,1.1328820953157164,1.1328820953157164,1.1335779046842835,1.0,-1.1302718152939348,-1130.2718152939349,loss,stop_loss,2022-02-22
EURUSD,2022-02-23 15:30:00,2022-02-23 15:40:00,short,1.13054,1.1302756525321533,1.1308043474678469,1.1302756525321533,1.0,0.8289510263470738,828.9510263470738,win,take_profit,2022-02-23
EURUSD,2022-02-24 15:05:00,2022-02-24 15:10:00,short,1.11872,1.1195947306909555,1.1195947306909555,1.1178452693090444,1.0,-1.051177229375785,-1051.1772293757851,loss,stop_loss,2022-02-24
EURUSD,2022-02-28 13:40:00,2022-02-28 14:10:00,long,1.1211,1.1205666172747,1.1205666172747,1.1216333827253,1.0,-1.084054498491296,-1084.054498491296,loss,stop_loss,2022-02-28
EURUSD,2022-03-01 14:15:00,2022-03-01 14:30:00,short,1.1114,1.112035294515291,1.112035294515291,1.110764705484709,1.0,-1.069996932854498,-1069.996932854498,loss,stop_loss,2022-03-01
EURUSD,2022-03-03 14:40:00,2022-03-03 14:50:00,short,1.10607,1.1056048763113964,1.1065351236886038,1.1056048763113964,1.0,0.9048991796599661,904.8991796599661,win,take_profit,2022-03-03
EURUSD,2022-03-09 14:25:00,2022-03-09 14:25:00,long,1.10727,1.106699285581415,1.106699285581415,1.107840714418585,1.0,-1.077585378956559,-1077.585378956559,loss,stop_loss,2022-03-09
EURUSD,2022-03-10 14:50:00,2022-03-10 15:10:00,short,1.09849,1.0989099418412962,1.0989099418412962,1.0980700581587037,1.0,-1.1046525262917335,-1104.6525262917335,loss,stop_loss,2022-03-10
EURUSD,2022-03-18 14:10:00,2022-03-18 14:10:00,short,1.1053600000000001,1.1048951393334734,1.1058248606665269,1.1048951393334734,1.0,0.9049066769174797,904.9066769174797,win,take_profit,2022-03-18
EURUSD,2022-03-18 15:45:00,2022-03-18 15:55:00,short,1.10497,1.1053416235421605,1.1053416235421605,1.1045983764578395,1.0,-1.1189542614065298,-1118.9542614065297,loss,stop_loss,2022-03-18
EURUSD,2022-03-24 13:40:00,2022-03-24 14:30:00,long,1.0994,1.09933,1.0990095803239535,1.0997904196760464,1.0,-0.2919283858116371,-291.9283858116371,loss,time_stop,2022-03-24
EURUSD,2022-03-25 14:35:00,2022-03-25 14:50:00,short,1.09874,1.0983456684417297,1.0991343315582704,1.0983456684417297,1.0,0.8885665721101408,888.5665721101408,win,take_profit,2022-03-25
EURUSD,2022-03-28 15:00:00,2022-03-28 15:20:00,long,1.09871,1.0983556938946766,1.0983556938946766,1.0990643061053236,1.0,-1.1240206844075549,-1124.0206844075549,loss,stop_loss,2022-03-28
EURUSD,2022-03-28 16:00:00,2022-03-28 16:00:00,long,1.09852,1.098866386977866,1.0981736130221338,1.098866386977866,1.0,0.8731251785174753,873.1251785174753,win,take_profit,2022-03-28
